Team,AvgWins,AvgPosition,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Pos9,Pos10,Pos11,Pos12,Pos13,Pos14,Pos15,Pos16,Pos17,Pos18
Crvena zvezda,18.66,7.6,0.0,0.0001,0.0065,0.0306,0.0909,0.1761,0.2141,0.1846,0.1304,0.0792,0.0558,0.025,0.0067,0.0,0.0,0.0,0.0,0.0
