Team,AvgPosition,AvgWins,Top6,Top10,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Pos9,Pos10,Pos11,Pos12,Pos13,Pos14,Pos15,Pos16,Pos17,Pos18
Monaco,5.3005,19.557,0.7815,0.9869,0.0,0.0046,0.0926,0.3166,0.2298,0.1379,0.0903,0.0606,0.0384,0.0161,0.0103,0.0025,0.0003,0.0,0.0,0.0,0.0,0.0
