Team,AvgPosition,AvgWins,Top6,Top10,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Pos9,Pos10,Pos11,Pos12,Pos13,Pos14,Pos15,Pos16,Pos17,Pos18
Monaco,5.243,19.5777,0.7939,0.988,0.0,0.0056,0.0958,0.3221,0.2358,0.1346,0.0811,0.0638,0.0353,0.0139,0.0096,0.0022,0.0002,0.0,0.0,0.0,0.0,0.0
