Team,AvgPosition,AvgWins,Top6,Top10,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Pos9,Pos10,Pos11,Pos12,Pos13,Pos14,Pos15,Pos16,Pos17,Pos18
Crvena zvezda,7.8254,18.6919,0.26739999999999997,0.8938,0.0,0.0,0.01,0.0389,0.0869,0.1316,0.1795,0.1855,0.1549,0.1065,0.0662,0.0321,0.0079,0.0,0.0,0.0,0.0,0.0
